Comune,Anno,Mese,Tipologia,Stelle,Numero Strutture,Letti,Camere
TEMPIO PAUSANIA,2021,6,Alloggi privati,NULL,26,131,53
TEMPIO PAUSANIA,2021,6,Bed and breakfast,NULL,7,34,16
TEMPIO PAUSANIA,2021,6,Bed and breakfast,1 Stella,1,5,3
TEMPIO PAUSANIA,2021,6,Bed and breakfast,2 Stelle,3,11,5
TEMPIO PAUSANIA,2021,6,Case e appartamenti per vacanze,II Categoria,1,36,0
TEMPIO PAUSANIA,2021,6,Turismo Rurale,3 Stelle,3,47,20
TEMPIO PAUSANIA,2021,7,Affittacamere,NULL,1,3,6
TEMPIO PAUSANIA,2021,7,Affittacamere,I Categoria,1,12,6
TEMPIO PAUSANIA,2021,7,Affittacamere,II Categoria,1,4,2
TEMPIO PAUSANIA,2021,7,Affittacamere,III Categoria,1,11,5
TEMPIO PAUSANIA,2021,7,Agriturismo,NULL,6,56,29
TEMPIO PAUSANIA,2021,7,Albergo,3 Stelle,4,295,139
TEMPIO PAUSANIA,2021,7,Albergo,4 Stelle,1,41,18
TEMPIO PAUSANIA,2021,7,Alloggi privati,NULL,30,144,59
TEMPIO PAUSANIA,2021,7,Bed and breakfast,NULL,7,34,16
TEMPIO PAUSANIA,2021,7,Bed and breakfast,1 Stella,1,5,3
TEMPIO PAUSANIA,2021,7,Bed and breakfast,2 Stelle,3,11,5
TEMPIO PAUSANIA,2021,7,Case e appartamenti per vacanze,II Categoria,1,36,0
TEMPIO PAUSANIA,2021,7,Turismo Rurale,3 Stelle,3,47,20
TEMPIO PAUSANIA,2021,8,Affittacamere,NULL,1,3,6
TEMPIO PAUSANIA,2021,8,Affittacamere,I Categoria,1,12,6
TEMPIO PAUSANIA,2021,8,Affittacamere,II Categoria,1,4,2
TEMPIO PAUSANIA,2021,8,Affittacamere,III Categoria,1,11,5
TEMPIO PAUSANIA,2021,8,Agriturismo,NULL,6,56,29
TEMPIO PAUSANIA,2021,8,Albergo,3 Stelle,4,295,139
TEMPIO PAUSANIA,2021,8,Albergo,4 Stelle,1,41,18
TEMPIO PAUSANIA,2021,8,Alloggi privati,NULL,30,144,59
TEMPIO PAUSANIA,2021,8,Bed and breakfast,NULL,7,34,16
TEMPIO PAUSANIA,2021,8,Bed and breakfast,1 Stella,1,5,3
TEMPIO PAUSANIA,2021,8,Bed and breakfast,2 Stelle,3,11,5
TEMPIO PAUSANIA,2021,8,Case e appartamenti per vacanze,II Categoria,1,36,0
TEMPIO PAUSANIA,2021,8,Turismo Rurale,3 Stelle,3,47,20
TEMPIO PAUSANIA,2021,9,Affittacamere,NULL,1,3,6
TEMPIO PAUSANIA,2021,9,Affittacamere,I Categoria,1,12,6
TEMPIO PAUSANIA,2021,9,Affittacamere,II Categoria,1,4,2
TEMPIO PAUSANIA,2021,9,Affittacamere,III Categoria,1,11,5
TEMPIO PAUSANIA,2021,9,Agriturismo,NULL,6,56,29
TEMPIO PAUSANIA,2021,9,Albergo,3 Stelle,4,295,139
TEMPIO PAUSANIA,2021,9,Albergo,4 Stelle,1,41,18
TEMPIO PAUSANIA,2021,9,Alloggi privati,NULL,30,144,59
TEMPIO PAUSANIA,2021,9,Bed and breakfast,NULL,7,34,16
TEMPIO PAUSANIA,2021,9,Bed and breakfast,1 Stella,1,5,3
TEMPIO PAUSANIA,2021,9,Bed and breakfast,2 Stelle,3,11,5
TEMPIO PAUSANIA,2021,9,Case e appartamenti per vacanze,II Categoria,1,36,0
TEMPIO PAUSANIA,2021,9,Turismo Rurale,3 Stelle,3,47,20
TEMPIO PAUSANIA,2021,10,Affittacamere,NULL,1,3,6
TEMPIO PAUSANIA,2021,10,Affittacamere,I Categoria,1,12,6
TEMPIO PAUSANIA,2021,10,Affittacamere,II Categoria,1,4,2
TEMPIO PAUSANIA,2021,10,Affittacamere,III Categoria,1,11,5
TEMPIO PAUSANIA,2021,10,Agriturismo,NULL,6,56,29
TEMPIO PAUSANIA,2021,10,Albergo,3 Stelle,3,270,129
TEMPIO PAUSANIA,2021,10,Albergo,4 Stelle,1,41,18
TEMPIO PAUSANIA,2021,10,Alloggi privati,NULL,16,75,32
TEMPIO PAUSANIA,2021,10,Bed and breakfast,NULL,7,34,16
TEMPIO PAUSANIA,2021,10,Bed and breakfast,1 Stella,1,5,3
TEMPIO PAUSANIA,2021,10,Bed and breakfast,2 Stelle,3,11,5
TEMPIO PAUSANIA,2021,10,Case e appartamenti per vacanze,II Categoria,1,36,0
TEMPIO PAUSANIA,2021,10,Turismo Rurale,3 Stelle,3,47,20
TEMPIO PAUSANIA,2021,11,Affittacamere,NULL,1,3,6
TEMPIO PAUSANIA,2021,11,Affittacamere,II Categoria,1,4,2
TEMPIO PAUSANIA,2021,11,Affittacamere,III Categoria,1,11,5
TEMPIO PAUSANIA,2021,11,Agriturismo,NULL,5,52,27
TEMPIO PAUSANIA,2021,11,Albergo,3 Stelle,2,139,69
TEMPIO PAUSANIA,2021,11,Albergo,4 Stelle,1,41,18
TEMPIO PAUSANIA,2021,11,Alloggi privati,NULL,13,60,24
TEMPIO PAUSANIA,2021,11,Bed and breakfast,NULL,5,28,13
TEMPIO PAUSANIA,2021,11,Bed and breakfast,1 Stella,1,5,3
TEMPIO PAUSANIA,2021,11,Bed and breakfast,2 Stelle,3,11,5
TEMPIO PAUSANIA,2021,11,Turismo Rurale,3 Stelle,1,14,7
TEMPIO PAUSANIA,2021,12,Affittacamere,NULL,1,3,6
TEMPIO PAUSANIA,2021,12,Affittacamere,II Categoria,1,4,2
TEMPIO PAUSANIA,2021,12,Affittacamere,III Categoria,1,11,5
TEMPIO PAUSANIA,2021,12,Agriturismo,NULL,4,36,19
TEMPIO PAUSANIA,2021,12,Albergo,3 Stelle,2,139,69
TEMPIO PAUSANIA,2021,12,Alloggi privati,NULL,12,56,23
TEMPIO PAUSANIA,2021,12,Bed and breakfast,NULL,4,22,11
TEMPIO PAUSANIA,2021,12,Bed and breakfast,1 Stella,1,5,3
TEMPIO PAUSANIA,2021,12,Bed and breakfast,2 Stelle,3,11,5
TEMPIO PAUSANIA,2021,12,Turismo Rurale,3 Stelle,1,14,7
TERGU,2021,1,Agriturismo,NULL,1,8,4
TERGU,2021,1,Bed and breakfast,NULL,1,6,3
TERGU,2021,1,Case e appartamenti per vacanze,II Categoria,1,24,7
TERGU,2021,1,Case e appartamenti per vacanze,III Categoria,1,9,3
TERGU,2021,2,Agriturismo,NULL,1,8,4
TERGU,2021,2,Bed and breakfast,NULL,2,12,6
TERGU,2021,2,Case e appartamenti per vacanze,III Categoria,1,9,3
TERGU,2021,3,Agriturismo,NULL,1,8,4
TERGU,2021,3,Bed and breakfast,NULL,2,12,6
TERGU,2021,3,Case e appartamenti per vacanze,NULL,1,77,43
TERGU,2021,3,Case e appartamenti per vacanze,III Categoria,1,9,3
TERGU,2021,4,Agriturismo,NULL,1,8,4
TERGU,2021,4,Bed and breakfast,NULL,2,12,6
TERGU,2021,4,Case e appartamenti per vacanze,NULL,1,77,43
TERGU,2021,4,Case e appartamenti per vacanze,II Categoria,2,108,35
TERGU,2021,4,Case e appartamenti per vacanze,III Categoria,1,9,3
TERGU,2021,5,Agriturismo,NULL,1,8,4
TERGU,2021,5,Alloggi privati,NULL,1,6,1
TERGU,2021,5,Bed and breakfast,NULL,2,12,6
TERGU,2021,5,Case e appartamenti per vacanze,NULL,1,77,43
TERGU,2021,5,Case e appartamenti per vacanze,II Categoria,2,108,35
TERGU,2021,5,Case e appartamenti per vacanze,III Categoria,1,9,3
TERGU,2021,6,Affittacamere,II Categoria,1,9,5
TERGU,2021,6,Agriturismo,NULL,1,8,4
TERGU,2021,6,Alloggi privati,NULL,1,6,1
TERGU,2021,6,Bed and breakfast,NULL,2,12,6
TERGU,2021,6,Case e appartamenti per vacanze,NULL,1,77,43
TERGU,2021,6,Case e appartamenti per vacanze,II Categoria,2,108,35
TERGU,2021,6,Case e appartamenti per vacanze,III Categoria,1,9,3
TERGU,2021,7,Affittacamere,II Categoria,1,9,5
TERGU,2021,7,Agriturismo,NULL,1,8,4
TERGU,2021,7,Alloggi privati,NULL,1,6,1
TERGU,2021,7,Bed and breakfast,NULL,2,12,6
TERGU,2021,7,Case e appartamenti per vacanze,NULL,1,77,43
TERGU,2021,7,Case e appartamenti per vacanze,II Categoria,2,108,35
TERGU,2021,7,Case e appartamenti per vacanze,III Categoria,1,9,3
TERGU,2021,7,Turismo Rurale,3 Stelle,1,18,12
TERGU,2021,8,Affittacamere,II Categoria,1,9,5
TERGU,2021,8,Agriturismo,NULL,1,8,4
TERGU,2021,8,Alloggi privati,NULL,1,6,1
TERGU,2021,8,Bed and breakfast,NULL,2,12,6
TERGU,2021,8,Case e appartamenti per vacanze,NULL,1,77,43
TERGU,2021,8,Case e appartamenti per vacanze,II Categoria,2,108,35
TERGU,2021,8,Case e appartamenti per vacanze,III Categoria,1,9,3
TERGU,2021,8,Turismo Rurale,3 Stelle,1,18,12
TERGU,2021,9,Affittacamere,II Categoria,1,9,5
TERGU,2021,9,Agriturismo,NULL,1,8,4
TERGU,2021,9,Alloggi privati,NULL,1,6,1
TERGU,2021,9,Bed and breakfast,NULL,2,12,6
TERGU,2021,9,Case e appartamenti per vacanze,NULL,1,77,43
TERGU,2021,9,Case e appartamenti per vacanze,II Categoria,2,108,35
TERGU,2021,9,Case e appartamenti per vacanze,III Categoria,1,9,3
TERGU,2021,9,Turismo Rurale,3 Stelle,1,18,12
TERGU,2021,10,Affittacamere,II Categoria,1,9,5
TERGU,2021,10,Agriturismo,NULL,1,8,4
TERGU,2021,10,Alloggi privati,NULL,1,6,1
TERGU,2021,10,Bed and breakfast,NULL,2,12,6
TERGU,2021,10,Case e appartamenti per vacanze,NULL,1,77,43
TERGU,2021,10,Case e appartamenti per vacanze,II Categoria,2,108,35
TERGU,2021,10,Case e appartamenti per vacanze,III Categoria,1,9,3
TERGU,2021,10,Turismo Rurale,3 Stelle,1,18,12
TERGU,2021,11,Affittacamere,II Categoria,1,9,5
TERGU,2021,11,Agriturismo,NULL,1,8,4
TERGU,2021,11,Alloggi privati,NULL,1,10,3
TERGU,2021,11,Bed and breakfast,NULL,2,12,6
TERGU,2021,11,Case e appartamenti per vacanze,NULL,1,77,43
TERGU,2021,11,Case e appartamenti per vacanze,II Categoria,1,24,7
TERGU,2021,11,Case e appartamenti per vacanze,III Categoria,1,9,3
TERGU,2021,12,Agriturismo,NULL,1,8,4
TERGU,2021,12,Alloggi privati,NULL,1,10,3
TERGU,2021,12,Bed and breakfast,NULL,1,6,3
TERGU,2021,12,Case e appartamenti per vacanze,NULL,1,77,43
TERGU,2021,12,Case e appartamenti per vacanze,II Categoria,1,24,7
TERGU,2021,12,Case e appartamenti per vacanze,III Categoria,1,9,3
TERRALBA,2021,1,Albergo,1 Stella,1,9,8
TERRALBA,2021,1,Albergo,2 Stelle,1,14,9
TERRALBA,2021,2,Albergo,1 Stella,1,9,8
TERRALBA,2021,2,Albergo,2 Stelle,1,14,9
TERRALBA,2021,3,Albergo,1 Stella,1,9,8
TERRALBA,2021,3,Albergo,2 Stelle,1,14,9
TERRALBA,2021,3,Alloggi privati,NULL,1,2,1
TERRALBA,2021,3,Bed and breakfast,1 Stella,1,5,2
TERRALBA,2021,4,Albergo,1 Stella,1,9,8
TERRALBA,2021,4,Albergo,2 Stelle,1,14,9
TERRALBA,2021,4,Alloggi privati,NULL,2,5,3
TERRALBA,2021,4,Bed and breakfast,1 Stella,1,5,2
TERRALBA,2021,5,Albergo,1 Stella,1,9,8
TERRALBA,2021,5,Albergo,2 Stelle,1,14,9
TERRALBA,2021,5,Alloggi privati,NULL,1,2,1
TERRALBA,2021,5,Bed and breakfast,1 Stella,2,8,4
TERRALBA,2021,6,Albergo,1 Stella,1,9,8
TERRALBA,2021,6,Albergo,2 Stelle,1,14,9
TERRALBA,2021,6,Alloggi privati,NULL,1,2,1
TERRALBA,2021,6,Bed and breakfast,1 Stella,1,3,2
TERRALBA,2021,7,Albergo,1 Stella,1,9,8
TERRALBA,2021,7,Albergo,2 Stelle,1,14,9
TERRALBA,2021,7,Alloggi privati,NULL,2,7,3
TERRALBA,2021,7,Bed and breakfast,1 Stella,2,8,4
TERRALBA,2021,8,Albergo,1 Stella,1,9,8
TERRALBA,2021,8,Albergo,2 Stelle,1,14,9
TERRALBA,2021,8,Alloggi privati,NULL,3,12,5
TERRALBA,2021,8,Bed and breakfast,1 Stella,4,15,8
TERRALBA,2021,9,Albergo,1 Stella,1,9,8
TERRALBA,2021,9,Albergo,2 Stelle,1,14,9
TERRALBA,2021,9,Alloggi privati,NULL,2,8,4
TERRALBA,2021,9,Bed and breakfast,1 Stella,2,9,4
TERRALBA,2021,10,Albergo,1 Stella,1,9,8
TERRALBA,2021,10,Albergo,2 Stelle,1,14,9
TERRALBA,2021,10,Alloggi privati,NULL,2,5,3
TERRALBA,2021,10,Bed and breakfast,1 Stella,1,4,2
TERRALBA,2021,11,Albergo,1 Stella,1,9,8
TERRALBA,2021,11,Albergo,2 Stelle,1,14,9
TERRALBA,2021,11,Alloggi privati,NULL,3,7,4
TERRALBA,2021,11,Bed and breakfast,1 Stella,3,10,6
TERRALBA,2021,12,Albergo,1 Stella,1,9,8
TERRALBA,2021,12,Albergo,2 Stelle,1,14,9
TERRALBA,2021,12,Alloggi privati,NULL,5,17,8
TERRALBA,2021,12,Bed and breakfast,1 Stella,4,15,8
TERTENIA,2021,1,Alloggi privati,NULL,2,9,4
TERTENIA,2021,2,Alloggi privati,NULL,2,9,4
TERTENIA,2021,3,Alloggi privati,NULL,1,5,2
TERTENIA,2021,4,Alloggi privati,NULL,5,22,8
TERTENIA,2021,5,Albergo,3 Stelle,1,20,11
TERTENIA,2021,5,Alloggi privati,NULL,9,39,17
TERTENIA,2021,5,Case e appartamenti per vacanze,II Categoria,1,108,54
TERTENIA,2021,5,Villaggio albergo,4 Stelle,1,83,43
TERTENIA,2021,6,Albergo,3 Stelle,2,40,21
TERTENIA,2021,6,Alloggi privati,NULL,31,149,67
TERTENIA,2021,6,Case e appartamenti per vacanze,II Categoria,1,108,54
TERTENIA,2021,6,Villaggio albergo,4 Stelle,1,83,43
TERTENIA,2021,7,Albergo,3 Stelle,2,40,21
TERTENIA,2021,7,Albergo residenziale,4 Stelle,1,20,13
TERTENIA,2021,7,Alloggi privati,NULL,55,273,120
TERTENIA,2021,7,Villaggio albergo,4 Stelle,1,83,43
TERTENIA,2021,8,Agriturismo,NULL,1,3,1
TERTENIA,2021,8,Albergo,3 Stelle,2,40,21
TERTENIA,2021,8,Albergo residenziale,4 Stelle,1,20,13
TERTENIA,2021,8,Alloggi privati,NULL,53,257,114
TERTENIA,2021,8,Villaggio albergo,4 Stelle,1,83,43
TERTENIA,2021,9,Agriturismo,NULL,1,3,1
TERTENIA,2021,9,Albergo,3 Stelle,2,40,21
TERTENIA,2021,9,Albergo residenziale,4 Stelle,1,20,13
TERTENIA,2021,9,Alloggi privati,NULL,43,208,93
TERTENIA,2021,9,Campeggio,3 Stelle,1,85,105
TERTENIA,2021,9,Villaggio albergo,4 Stelle,1,83,43
TERTENIA,2021,10,Albergo,3 Stelle,2,40,21
TERTENIA,2021,10,Alloggi privati,NULL,23,102,46
TERTENIA,2021,10,Campeggio,3 Stelle,1,85,105
TERTENIA,2021,10,Villaggio albergo,4 Stelle,1,83,43
TERTENIA,2021,11,Alloggi privati,NULL,10,39,17
TERTENIA,2021,12,Agriturismo,NULL,1,3,1
TERTENIA,2021,12,Alloggi privati,NULL,8,33,13
TETI,2021,1,Affittacamere,I Categoria,1,6,3
TETI,2021,1,Agriturismo,NULL,4,50,33
TETI,2021,2,Affittacamere,I Categoria,1,6,3
TETI,2021,2,Agriturismo,NULL,4,50,33
TETI,2021,3,Affittacamere,I Categoria,1,6,3
TETI,2021,3,Agriturismo,NULL,4,50,33
TETI,2021,4,Affittacamere,I Categoria,1,6,3
TETI,2021,4,Agriturismo,NULL,4,50,33
TETI,2021,5,Affittacamere,I Categoria,1,6,3
TETI,2021,5,Agriturismo,NULL,4,50,33
TETI,2021,6,Affittacamere,I Categoria,1,6,3
TETI,2021,6,Agriturismo,NULL,4,50,33
TETI,2021,7,Affittacamere,I Categoria,1,6,3
TETI,2021,7,Agriturismo,NULL,4,50,33
TETI,2021,8,Affittacamere,I Categoria,1,6,3
TETI,2021,8,Agriturismo,NULL,4,50,33
TETI,2021,9,Affittacamere,I Categoria,1,6,3
TETI,2021,9,Agriturismo,NULL,4,50,33
TETI,2021,10,Affittacamere,I Categoria,1,6,3
TETI,2021,10,Agriturismo,NULL,4,50,33
TETI,2021,11,Affittacamere,I Categoria,1,6,3
TETI,2021,11,Agriturismo,NULL,4,50,33
TETI,2021,12,Affittacamere,I Categoria,1,6,3
TETI,2021,12,Agriturismo,NULL,4,50,33
TEULADA,2021,1,Affittacamere,II Categoria,1,5,3
TEULADA,2021,1,Albergo,3 Stelle,1,50,26
TEULADA,2021,1,Albergo residenziale,4 Stelle,1,211,45
TEULADA,2021,1,Alloggi privati,NULL,11,47,19
TEULADA,2021,1,Bed and breakfast,3 Stelle,4,23,12
TEULADA,2021,2,Affittacamere,II Categoria,1,5,3
TEULADA,2021,2,Albergo,3 Stelle,1,50,26
TEULADA,2021,2,Albergo residenziale,4 Stelle,1,211,45
TEULADA,2021,2,Alloggi privati,NULL,13,62,25
TEULADA,2021,2,Bed and breakfast,3 Stelle,5,29,15
TEULADA,2021,3,Affittacamere,II Categoria,2,12,7
TEULADA,2021,3,Agriturismo,NULL,1,12,4
TEULADA,2021,3,Albergo,3 Stelle,1,50,26
TEULADA,2021,3,Albergo residenziale,4 Stelle,1,211,45
TEULADA,2021,3,Alloggi privati,NULL,16,78,31
TEULADA,2021,3,Bed and breakfast,2 Stelle,1,6,3
TEULADA,2021,3,Bed and breakfast,3 Stelle,5,29,15
TEULADA,2021,4,Affittacamere,II Categoria,3,15,9
TEULADA,2021,4,Agriturismo,NULL,1,12,4
TEULADA,2021,4,Albergo,3 Stelle,1,50,26
TEULADA,2021,4,Alloggi privati,NULL,31,153,74
TEULADA,2021,4,Bed and breakfast,2 Stelle,1,6,3
TEULADA,2021,4,Bed and breakfast,3 Stelle,5,29,15
TEULADA,2021,5,Affittacamere,II Categoria,4,23,13
TEULADA,2021,5,Agriturismo,NULL,2,32,16
TEULADA,2021,5,Albergo,3 Stelle,1,50,26
TEULADA,2021,5,Alloggi privati,NULL,53,230,110
TEULADA,2021,5,Bed and breakfast,2 Stelle,1,6,3
TEULADA,2021,5,Bed and breakfast,3 Stelle,12,75,35
TEULADA,2021,5,Case e appartamenti per vacanze,II Categoria,1,18,6
TEULADA,2021,6,Affittacamere,II Categoria,3,18,10
TEULADA,2021,6,Agriturismo,NULL,2,32,16
TEULADA,2021,6,Albergo,3 Stelle,2,70,44
TEULADA,2021,6,Alloggi privati,NULL,75,313,149
TEULADA,2021,6,Bed and breakfast,1 Stella,2,9,4
TEULADA,2021,6,Bed and breakfast,2 Stelle,4,18,8
TEULADA,2021,6,Bed and breakfast,3 Stelle,17,104,49
TEULADA,2021,6,Case e appartamenti per vacanze,II Categoria,2,60,18
TEULADA,2021,7,Affittacamere,II Categoria,3,18,10
TEULADA,2021,7,Agriturismo,NULL,3,36,18
TEULADA,2021,7,Albergo,3 Stelle,3,116,65
TEULADA,2021,7,Albergo residenziale,4 Stelle,1,211,45
TEULADA,2021,7,Alloggi privati,NULL,83,347,162
TEULADA,2021,7,Bed and breakfast,1 Stella,2,9,4
TEULADA,2021,7,Bed and breakfast,2 Stelle,4,18,8
TEULADA,2021,7,Bed and breakfast,3 Stelle,17,104,49
TEULADA,2021,7,Case e appartamenti per vacanze,II Categoria,3,70,21
TEULADA,2021,8,Affittacamere,II Categoria,3,18,10
TEULADA,2021,8,Agriturismo,NULL,3,36,18
TEULADA,2021,8,Albergo,3 Stelle,3,116,65
TEULADA,2021,8,Albergo residenziale,4 Stelle,1,211,45
TEULADA,2021,8,Alloggi privati,NULL,83,347,163
TEULADA,2021,8,Bed and breakfast,1 Stella,2,9,4
TEULADA,2021,8,Bed and breakfast,2 Stelle,4,18,8
TEULADA,2021,8,Bed and breakfast,3 Stelle,17,104,49
TEULADA,2021,8,Case e appartamenti per vacanze,II Categoria,3,70,21
TEULADA,2021,9,Affittacamere,II Categoria,3,18,10
TEULADA,2021,9,Agriturismo,NULL,3,36,18
TEULADA,2021,9,Albergo,3 Stelle,3,116,65
TEULADA,2021,9,Albergo residenziale,4 Stelle,1,211,45
TEULADA,2021,9,Alloggi privati,NULL,81,340,159
TEULADA,2021,9,Bed and breakfast,1 Stella,2,9,4
TEULADA,2021,9,Bed and breakfast,2 Stelle,4,18,8
TEULADA,2021,9,Bed and breakfast,3 Stelle,17,104,49
TEULADA,2021,9,Case e appartamenti per vacanze,II Categoria,3,70,21
TEULADA,2021,10,Affittacamere,II Categoria,3,18,10
TEULADA,2021,10,Agriturismo,NULL,2,32,16
TEULADA,2021,10,Albergo,3 Stelle,1,50,26
TEULADA,2021,10,Albergo residenziale,4 Stelle,1,211,45
TEULADA,2021,10,Alloggi privati,NULL,60,262,121
TEULADA,2021,10,Bed and breakfast,2 Stelle,3,12,5
TEULADA,2021,10,Bed and breakfast,3 Stelle,11,68,32
TEULADA,2021,10,Case e appartamenti per vacanze,II Categoria,1,18,6
TEULADA,2021,11,Affittacamere,II Categoria,2,10,6
TEULADA,2021,11,Agriturismo,NULL,1,12,4
TEULADA,2021,11,Albergo,3 Stelle,1,50,26
TEULADA,2021,11,Alloggi privati,NULL,22,95,36
TEULADA,2021,11,Bed and breakfast,2 Stelle,2,10,4
TEULADA,2021,11,Bed and breakfast,3 Stelle,6,41,18
TEULADA,2021,12,Affittacamere,II Categoria,2,10,6
TEULADA,2021,12,Agriturismo,NULL,1,12,4
TEULADA,2021,12,Albergo,3 Stelle,1,50,26
TEULADA,2021,12,Alloggi privati,NULL,17,69,26
TEULADA,2021,12,Bed and breakfast,2 Stelle,1,6,3
TEULADA,2021,12,Bed and breakfast,3 Stelle,4,25,12
THIESI,2021,1,Agriturismo,NULL,1,4,2
THIESI,2021,1,Albergo,3 Stelle,1,31,15
THIESI,2021,1,Bed and breakfast,NULL,5,24,12
THIESI,2021,1,Bed and breakfast,2 Stelle,1,6,3
THIESI,2021,2,Agriturismo,NULL,1,4,2
THIESI,2021,2,Albergo,3 Stelle,1,31,15
THIESI,2021,2,Bed and breakfast,NULL,5,24,12
THIESI,2021,2,Bed and breakfast,2 Stelle,1,6,3
THIESI,2021,3,Agriturismo,NULL,1,4,2
THIESI,2021,3,Albergo,3 Stelle,1,31,15
THIESI,2021,3,Bed and breakfast,NULL,5,24,12
THIESI,2021,3,Bed and breakfast,2 Stelle,1,6,3
THIESI,2021,4,Agriturismo,NULL,1,4,2
THIESI,2021,4,Albergo,3 Stelle,1,31,15
THIESI,2021,4,Bed and breakfast,NULL,5,24,12
THIESI,2021,4,Bed and breakfast,2 Stelle,1,6,3
THIESI,2021,5,Agriturismo,NULL,1,4,2
THIESI,2021,5,Albergo,3 Stelle,1,31,15
THIESI,2021,5,Bed and breakfast,NULL,5,24,12
THIESI,2021,5,Bed and breakfast,2 Stelle,1,6,3
THIESI,2021,6,Agriturismo,NULL,1,4,2
THIESI,2021,6,Albergo,3 Stelle,1,31,15
THIESI,2021,6,Bed and breakfast,NULL,6,30,15
THIESI,2021,6,Bed and breakfast,2 Stelle,1,6,3
THIESI,2021,7,Agriturismo,NULL,1,4,2
THIESI,2021,7,Albergo,3 Stelle,1,31,15
THIESI,2021,7,Bed and breakfast,NULL,6,30,15
THIESI,2021,7,Bed and breakfast,2 Stelle,1,6,3
THIESI,2021,8,Agriturismo,NULL,1,4,2
THIESI,2021,8,Albergo,3 Stelle,1,31,15
THIESI,2021,8,Alloggi privati,NULL,1,5,2
THIESI,2021,8,Bed and breakfast,NULL,6,30,15
THIESI,2021,8,Bed and breakfast,2 Stelle,1,6,3
THIESI,2021,9,Agriturismo,NULL,1,4,2
THIESI,2021,9,Albergo,3 Stelle,1,31,15
THIESI,2021,9,Alloggi privati,NULL,2,9,4
THIESI,2021,9,Bed and breakfast,NULL,6,30,15
THIESI,2021,9,Bed and breakfast,2 Stelle,1,6,3
THIESI,2021,10,Agriturismo,NULL,1,4,2
THIESI,2021,10,Albergo,3 Stelle,1,31,15
THIESI,2021,10,Alloggi privati,NULL,1,4,2
THIESI,2021,10,Bed and breakfast,NULL,6,30,15
THIESI,2021,10,Bed and breakfast,2 Stelle,1,6,3
THIESI,2021,11,Agriturismo,NULL,1,4,2
THIESI,2021,11,Albergo,3 Stelle,1,31,15
THIESI,2021,11,Alloggi privati,NULL,1,4,2
THIESI,2021,11,Bed and breakfast,NULL,5,24,12
THIESI,2021,11,Bed and breakfast,2 Stelle,1,6,3
THIESI,2021,12,Agriturismo,NULL,1,4,2
THIESI,2021,12,Albergo,3 Stelle,1,31,15
THIESI,2021,12,Alloggi privati,NULL,1,4,2
THIESI,2021,12,Bed and breakfast,NULL,6,30,15
THIESI,2021,12,Bed and breakfast,2 Stelle,1,6,3
TISSI,2021,1,Alloggi privati,NULL,1,4,2
TISSI,2021,2,Alloggi privati,NULL,1,4,2
TISSI,2021,3,Alloggi privati,NULL,1,4,2
TISSI,2021,4,Alloggi privati,NULL,1,4,2
TISSI,2021,5,Alloggi privati,NULL,1,4,2
TISSI,2021,6,Alloggi privati,NULL,1,4,2
TISSI,2021,7,Alloggi privati,NULL,2,6,3
TISSI,2021,8,Alloggi privati,NULL,2,6,3
TISSI,2021,9,Alloggi privati,NULL,2,6,3
TISSI,2021,10,Alloggi privati,NULL,1,4,2
TISSI,2021,11,Alloggi privati,NULL,1,4,2
TISSI,2021,12,Alloggi privati,NULL,1,4,2
TONARA,2021,1,Affittacamere,I Categoria,1,8,5
TONARA,2021,1,Agriturismo,NULL,2,25,15
TONARA,2021,1,Albergo,2 Stelle,1,24,14
TONARA,2021,1,Albergo,3 Stelle,1,22,11
TONARA,2021,1,Alloggi privati,NULL,1,5,2
TONARA,2021,1,Bed and breakfast,2 Stelle,1,2,2
TONARA,2021,2,Affittacamere,I Categoria,1,8,5
TONARA,2021,2,Agriturismo,NULL,2,25,15
TONARA,2021,2,Albergo,2 Stelle,1,24,14
TONARA,2021,2,Albergo,3 Stelle,1,22,11
TONARA,2021,2,Alloggi privati,NULL,1,5,2
TONARA,2021,2,Bed and breakfast,2 Stelle,1,2,2
TONARA,2021,2,Campeggio,1 Stella,1,210,55
TONARA,2021,3,Affittacamere,I Categoria,1,8,5
TONARA,2021,3,Agriturismo,NULL,2,25,15
TONARA,2021,3,Albergo,2 Stelle,1,24,14
TONARA,2021,3,Albergo,3 Stelle,1,22,11
TONARA,2021,3,Alloggi privati,NULL,1,5,2
TONARA,2021,3,Bed and breakfast,2 Stelle,1,2,2
TONARA,2021,3,Campeggio,1 Stella,1,210,55
TONARA,2021,4,Affittacamere,I Categoria,1,8,5
TONARA,2021,4,Agriturismo,NULL,2,25,15
TONARA,2021,4,Albergo,2 Stelle,1,24,14
TONARA,2021,4,Albergo,3 Stelle,1,22,11
TONARA,2021,4,Alloggi privati,NULL,1,5,2
TONARA,2021,4,Bed and breakfast,2 Stelle,1,2,2
TONARA,2021,4,Campeggio,1 Stella,1,210,55
TONARA,2021,5,Affittacamere,I Categoria,1,8,5
TONARA,2021,5,Agriturismo,NULL,3,35,21
TONARA,2021,5,Albergo,2 Stelle,1,24,14
TONARA,2021,5,Albergo,3 Stelle,1,22,11
TONARA,2021,5,Alloggi privati,NULL,1,5,2
TONARA,2021,5,Bed and breakfast,2 Stelle,1,2,2
TONARA,2021,5,Campeggio,1 Stella,1,210,55
TONARA,2021,6,Affittacamere,I Categoria,1,8,5
