Comune,Anno,Mese,Tipologia,Stelle,Numero Strutture,Letti,Camere
BARI SARDO,2021,11,Agriturismo,NULL,1,14,7
BARI SARDO,2021,11,Albergo,3 Stelle,1,25,14
BARI SARDO,2021,11,Alloggi privati,NULL,7,39,15
BARI SARDO,2021,11,Bed and breakfast,2 Stelle,2,13,5
BARI SARDO,2021,11,Campeggio,1 Stella,1,140,50
BARI SARDO,2021,11,Campeggio,3 Stelle,1,320,85
BARI SARDO,2021,11,Case e appartamenti per vacanze,II Categoria,1,8,8
BARI SARDO,2021,12,Agriturismo,NULL,1,14,7
BARI SARDO,2021,12,Albergo,3 Stelle,1,25,14
BARI SARDO,2021,12,Alloggi privati,NULL,13,43,21
BARI SARDO,2021,12,Bed and breakfast,2 Stelle,1,7,3
BARI SARDO,2021,12,Campeggio,1 Stella,1,140,50
BARI SARDO,2021,12,Case e appartamenti per vacanze,II Categoria,1,8,8
BARUMINI,2021,1,Albergo,3 Stelle,1,14,7
BARUMINI,2021,1,Bed and breakfast,3 Stelle,1,2,1
BARUMINI,2021,2,Affittacamere,II Categoria,1,11,6
BARUMINI,2021,2,Albergo,3 Stelle,2,35,17
BARUMINI,2021,2,Bed and breakfast,3 Stelle,1,2,1
BARUMINI,2021,3,Affittacamere,II Categoria,1,11,6
BARUMINI,2021,3,Albergo,3 Stelle,2,35,17
BARUMINI,2021,3,Bed and breakfast,3 Stelle,1,2,1
BARUMINI,2021,4,Affittacamere,II Categoria,1,11,6
BARUMINI,2021,4,Albergo,3 Stelle,2,35,17
BARUMINI,2021,4,Bed and breakfast,3 Stelle,1,2,1
BARUMINI,2021,5,Affittacamere,II Categoria,1,11,6
BARUMINI,2021,5,Albergo,3 Stelle,2,35,17
BARUMINI,2021,5,Bed and breakfast,3 Stelle,1,2,1
BARUMINI,2021,6,Affittacamere,II Categoria,1,11,6
BARUMINI,2021,6,Albergo,3 Stelle,2,35,17
BARUMINI,2021,6,Bed and breakfast,3 Stelle,1,2,1
BARUMINI,2021,7,Affittacamere,II Categoria,1,11,6
BARUMINI,2021,7,Albergo,3 Stelle,2,35,17
BARUMINI,2021,7,Bed and breakfast,3 Stelle,1,2,1
BARUMINI,2021,8,Affittacamere,II Categoria,1,11,6
BARUMINI,2021,8,Albergo,3 Stelle,2,35,17
BARUMINI,2021,8,Bed and breakfast,3 Stelle,1,2,1
BARUMINI,2021,9,Affittacamere,II Categoria,1,11,6
BARUMINI,2021,9,Albergo,3 Stelle,2,35,17
BARUMINI,2021,9,Bed and breakfast,3 Stelle,1,2,1
BARUMINI,2021,10,Affittacamere,II Categoria,1,11,6
BARUMINI,2021,10,Albergo,3 Stelle,2,35,17
BARUMINI,2021,10,Bed and breakfast,3 Stelle,1,2,1
BARUMINI,2021,11,Affittacamere,II Categoria,1,11,6
BARUMINI,2021,11,Albergo,3 Stelle,2,35,17
BARUMINI,2021,11,Bed and breakfast,3 Stelle,1,2,1
BARUMINI,2021,12,Affittacamere,II Categoria,1,11,6
BARUMINI,2021,12,Albergo,3 Stelle,2,35,17
BARUMINI,2021,12,Bed and breakfast,3 Stelle,1,2,1
BAULADU,2021,1,Affittacamere,II Categoria,1,4,2
BAULADU,2021,2,Affittacamere,II Categoria,1,4,2
BAULADU,2021,3,Affittacamere,II Categoria,1,4,2
BAULADU,2021,4,Affittacamere,II Categoria,1,4,2
BAULADU,2021,5,Affittacamere,II Categoria,1,4,2
BAULADU,2021,6,Affittacamere,II Categoria,1,4,2
BAULADU,2021,6,Bed and breakfast,3 Stelle,1,6,3
BAULADU,2021,7,Affittacamere,II Categoria,1,4,2
BAULADU,2021,7,Agriturismo,NULL,1,9,4
BAULADU,2021,7,Alloggi privati,NULL,1,9,2
BAULADU,2021,7,Bed and breakfast,3 Stelle,1,6,3
BAULADU,2021,8,Affittacamere,II Categoria,1,4,2
BAULADU,2021,8,Agriturismo,NULL,1,9,4
BAULADU,2021,8,Alloggi privati,NULL,1,9,2
BAULADU,2021,8,Bed and breakfast,3 Stelle,1,6,3
BAULADU,2021,9,Affittacamere,II Categoria,1,4,2
BAULADU,2021,9,Alloggi privati,NULL,1,9,2
BAULADU,2021,9,Bed and breakfast,3 Stelle,1,6,3
BAULADU,2021,10,Affittacamere,II Categoria,1,4,2
BAULADU,2021,10,Alloggi privati,NULL,1,9,2
BAULADU,2021,10,Bed and breakfast,3 Stelle,1,6,3
BAULADU,2021,11,Affittacamere,II Categoria,1,4,2
BAULADU,2021,11,Agriturismo,NULL,1,9,4
BAULADU,2021,11,Bed and breakfast,3 Stelle,1,6,3
BAULADU,2021,12,Affittacamere,II Categoria,1,4,2
BAULADU,2021,12,Agriturismo,NULL,1,9,4
BAULADU,2021,12,Bed and breakfast,3 Stelle,1,6,3
BAUNEI,2021,1,Affittacamere,II Categoria,1,3,2
BAUNEI,2021,1,Alloggi privati,NULL,8,29,14
BAUNEI,2021,1,Bed and breakfast,NULL,1,3,2
BAUNEI,2021,1,Bed and breakfast,3 Stelle,1,4,2
BAUNEI,2021,2,Affittacamere,II Categoria,1,3,2
BAUNEI,2021,2,Alloggi privati,NULL,9,34,16
BAUNEI,2021,2,Bed and breakfast,NULL,1,3,2
BAUNEI,2021,2,Bed and breakfast,3 Stelle,2,12,6
BAUNEI,2021,3,Affittacamere,II Categoria,1,3,2
BAUNEI,2021,3,Alloggi privati,NULL,14,53,25
BAUNEI,2021,3,Bed and breakfast,NULL,1,3,2
BAUNEI,2021,3,Bed and breakfast,3 Stelle,4,22,10
BAUNEI,2021,4,Affittacamere,II Categoria,1,3,2
BAUNEI,2021,4,Alloggi privati,NULL,16,59,26
BAUNEI,2021,4,Bed and breakfast,NULL,1,3,2
BAUNEI,2021,4,Bed and breakfast,3 Stelle,1,4,2
BAUNEI,2021,5,Affittacamere,II Categoria,2,11,6
BAUNEI,2021,5,Albergo,2 Stelle,1,37,17
BAUNEI,2021,5,Albergo,3 Stelle,3,142,71
BAUNEI,2021,5,Albergo,4 Stelle,1,27,12
BAUNEI,2021,5,Alloggi privati,NULL,42,175,82
BAUNEI,2021,5,Bed and breakfast,NULL,1,3,2
BAUNEI,2021,5,Bed and breakfast,3 Stelle,4,22,10
BAUNEI,2021,5,Case e appartamenti per vacanze,II Categoria,1,29,16
BAUNEI,2021,5,Locanda,II Categoria,1,12,6
BAUNEI,2021,6,Affittacamere,I Categoria,2,23,12
BAUNEI,2021,6,Affittacamere,II Categoria,4,29,15
BAUNEI,2021,6,Albergo,2 Stelle,1,37,17
BAUNEI,2021,6,Albergo,3 Stelle,5,198,104
BAUNEI,2021,6,Albergo,4 Stelle,1,27,12
BAUNEI,2021,6,Alloggi privati,NULL,118,497,237
BAUNEI,2021,6,Bed and breakfast,NULL,1,3,2
BAUNEI,2021,6,Bed and breakfast,1 Stella,1,2,1
BAUNEI,2021,6,Bed and breakfast,3 Stelle,7,39,19
BAUNEI,2021,6,Case e appartamenti per vacanze,II Categoria,2,54,29
BAUNEI,2021,6,Locanda,II Categoria,1,12,6
BAUNEI,2021,6,Ostelli per la gioventù,NULL,1,29,18
BAUNEI,2021,7,Affittacamere,I Categoria,2,23,12
BAUNEI,2021,7,Affittacamere,II Categoria,4,29,15
BAUNEI,2021,7,Albergo,2 Stelle,1,37,17
BAUNEI,2021,7,Albergo,3 Stelle,5,198,104
BAUNEI,2021,7,Albergo,4 Stelle,2,87,40
BAUNEI,2021,7,Alloggi privati,NULL,187,790,372
BAUNEI,2021,7,Bed and breakfast,NULL,1,3,2
BAUNEI,2021,7,Bed and breakfast,1 Stella,2,6,4
BAUNEI,2021,7,Bed and breakfast,2 Stelle,2,5,4
BAUNEI,2021,7,Bed and breakfast,3 Stelle,8,42,22
BAUNEI,2021,7,Case e appartamenti per vacanze,II Categoria,3,59,34
BAUNEI,2021,7,Locanda,II Categoria,1,12,6
BAUNEI,2021,7,Ostelli per la gioventù,NULL,1,29,18
BAUNEI,2021,8,Affittacamere,I Categoria,2,23,12
BAUNEI,2021,8,Affittacamere,II Categoria,5,33,17
BAUNEI,2021,8,Albergo,2 Stelle,1,37,17
BAUNEI,2021,8,Albergo,3 Stelle,5,198,104
BAUNEI,2021,8,Albergo,4 Stelle,2,87,40
BAUNEI,2021,8,Alloggi privati,NULL,208,868,403
BAUNEI,2021,8,Bed and breakfast,NULL,1,3,2
BAUNEI,2021,8,Bed and breakfast,1 Stella,2,6,4
BAUNEI,2021,8,Bed and breakfast,2 Stelle,2,5,4
BAUNEI,2021,8,Bed and breakfast,3 Stelle,7,36,20
BAUNEI,2021,8,Case e appartamenti per vacanze,II Categoria,3,59,34
BAUNEI,2021,8,Locanda,II Categoria,1,12,6
BAUNEI,2021,8,Ostelli per la gioventù,NULL,1,29,18
BAUNEI,2021,9,Affittacamere,I Categoria,2,23,12
BAUNEI,2021,9,Affittacamere,II Categoria,5,33,17
BAUNEI,2021,9,Albergo,2 Stelle,1,37,17
BAUNEI,2021,9,Albergo,3 Stelle,5,198,104
BAUNEI,2021,9,Albergo,4 Stelle,2,87,40
BAUNEI,2021,9,Alloggi privati,NULL,172,710,330
BAUNEI,2021,9,Bed and breakfast,NULL,1,3,2
BAUNEI,2021,9,Bed and breakfast,1 Stella,2,6,4
BAUNEI,2021,9,Bed and breakfast,2 Stelle,2,5,4
BAUNEI,2021,9,Bed and breakfast,3 Stelle,7,38,20
BAUNEI,2021,9,Case e appartamenti per vacanze,II Categoria,3,59,34
BAUNEI,2021,9,Locanda,II Categoria,1,12,6
BAUNEI,2021,10,Affittacamere,I Categoria,2,23,12
BAUNEI,2021,10,Affittacamere,II Categoria,4,25,13
BAUNEI,2021,10,Albergo,2 Stelle,1,37,17
BAUNEI,2021,10,Albergo,3 Stelle,5,198,104
BAUNEI,2021,10,Albergo,4 Stelle,2,87,40
BAUNEI,2021,10,Alloggi privati,NULL,114,470,219
BAUNEI,2021,10,Bed and breakfast,NULL,1,3,2
BAUNEI,2021,10,Bed and breakfast,1 Stella,1,2,1
BAUNEI,2021,10,Bed and breakfast,3 Stelle,5,29,14
BAUNEI,2021,10,Case e appartamenti per vacanze,II Categoria,2,54,29
BAUNEI,2021,10,Locanda,II Categoria,1,12,6
BAUNEI,2021,11,Affittacamere,II Categoria,1,3,2
BAUNEI,2021,11,Albergo,3 Stelle,1,24,14
BAUNEI,2021,11,Albergo,4 Stelle,1,27,12
BAUNEI,2021,11,Alloggi privati,NULL,28,108,47
BAUNEI,2021,11,Bed and breakfast,NULL,1,3,2
BAUNEI,2021,11,Bed and breakfast,3 Stelle,2,12,6
BAUNEI,2021,11,Case e appartamenti per vacanze,II Categoria,1,25,13
BAUNEI,2021,12,Affittacamere,II Categoria,1,3,2
BAUNEI,2021,12,Alloggi privati,NULL,26,92,40
BAUNEI,2021,12,Bed and breakfast,NULL,1,3,2
BAUNEI,2021,12,Bed and breakfast,3 Stelle,3,18,8
BAUNEI,2021,12,Case e appartamenti per vacanze,II Categoria,1,25,13
BELVÌ,2021,1,Agriturismo,NULL,1,8,4
BELVÌ,2021,1,Albergo,2 Stelle,1,24,12
BELVÌ,2021,1,Alloggi privati,NULL,3,14,9
BELVÌ,2021,2,Agriturismo,NULL,1,8,4
BELVÌ,2021,2,Albergo,2 Stelle,1,24,12
BELVÌ,2021,2,Alloggi privati,NULL,3,14,9
BELVÌ,2021,3,Agriturismo,NULL,1,8,4
BELVÌ,2021,3,Albergo,2 Stelle,1,24,12
BELVÌ,2021,3,Alloggi privati,NULL,3,14,9
BELVÌ,2021,4,Agriturismo,NULL,1,8,4
BELVÌ,2021,4,Albergo,2 Stelle,1,24,12
BELVÌ,2021,4,Alloggi privati,NULL,3,14,9
BELVÌ,2021,5,Agriturismo,NULL,1,8,4
BELVÌ,2021,5,Albergo,2 Stelle,1,24,12
BELVÌ,2021,5,Alloggi privati,NULL,3,14,9
BELVÌ,2021,6,Agriturismo,NULL,1,8,4
BELVÌ,2021,6,Albergo,2 Stelle,1,24,12
BELVÌ,2021,6,Alloggi privati,NULL,3,14,9
BELVÌ,2021,7,Agriturismo,NULL,1,8,4
BELVÌ,2021,7,Albergo,2 Stelle,1,24,12
BELVÌ,2021,7,Alloggi privati,NULL,3,14,9
BELVÌ,2021,8,Agriturismo,NULL,1,8,4
BELVÌ,2021,8,Albergo,2 Stelle,1,24,12
BELVÌ,2021,8,Alloggi privati,NULL,3,14,9
BELVÌ,2021,9,Agriturismo,NULL,1,8,4
BELVÌ,2021,9,Albergo,2 Stelle,1,24,12
BELVÌ,2021,9,Alloggi privati,NULL,3,14,9
BELVÌ,2021,10,Agriturismo,NULL,1,8,4
BELVÌ,2021,10,Albergo,2 Stelle,1,24,12
BELVÌ,2021,10,Alloggi privati,NULL,3,14,9
BELVÌ,2021,11,Agriturismo,NULL,1,8,4
BELVÌ,2021,11,Albergo,2 Stelle,1,24,12
BELVÌ,2021,11,Alloggi privati,NULL,3,14,9
BELVÌ,2021,12,Agriturismo,NULL,1,8,4
BELVÌ,2021,12,Albergo,2 Stelle,1,24,12
BELVÌ,2021,12,Alloggi privati,NULL,3,14,9
BENETUTTI,2021,1,Agriturismo,NULL,1,2,0
BENETUTTI,2021,1,Albergo,3 Stelle,1,120,61
BENETUTTI,2021,1,Albergo,4 Stelle,1,46,23
BENETUTTI,2021,1,Bed and breakfast,1 Stella,1,6,3
BENETUTTI,2021,1,Bed and breakfast,2 Stelle,1,6,3
BENETUTTI,2021,2,Agriturismo,NULL,1,2,0
BENETUTTI,2021,2,Albergo,4 Stelle,1,46,23
BENETUTTI,2021,2,Bed and breakfast,1 Stella,1,6,3
BENETUTTI,2021,2,Bed and breakfast,2 Stelle,1,6,3
BENETUTTI,2021,3,Agriturismo,NULL,1,2,0
BENETUTTI,2021,3,Albergo,3 Stelle,1,120,61
BENETUTTI,2021,3,Albergo,4 Stelle,1,46,23
BENETUTTI,2021,3,Bed and breakfast,1 Stella,1,6,3
BENETUTTI,2021,3,Bed and breakfast,2 Stelle,1,6,3
BENETUTTI,2021,4,Agriturismo,NULL,1,2,0
BENETUTTI,2021,4,Albergo,3 Stelle,1,120,61
BENETUTTI,2021,4,Albergo,4 Stelle,1,46,23
BENETUTTI,2021,4,Bed and breakfast,1 Stella,1,6,3
BENETUTTI,2021,5,Agriturismo,NULL,1,2,0
BENETUTTI,2021,5,Albergo,3 Stelle,1,120,61
BENETUTTI,2021,5,Albergo,4 Stelle,1,46,23
BENETUTTI,2021,5,Bed and breakfast,1 Stella,1,6,3
BENETUTTI,2021,5,Bed and breakfast,2 Stelle,1,6,3
BENETUTTI,2021,6,Agriturismo,NULL,1,2,0
BENETUTTI,2021,6,Albergo,3 Stelle,1,120,61
BENETUTTI,2021,6,Albergo,4 Stelle,1,46,23
BENETUTTI,2021,6,Bed and breakfast,1 Stella,1,6,3
BENETUTTI,2021,6,Bed and breakfast,2 Stelle,1,6,3
BENETUTTI,2021,7,Agriturismo,NULL,1,2,0
BENETUTTI,2021,7,Albergo,3 Stelle,1,120,61
BENETUTTI,2021,7,Albergo,4 Stelle,1,46,23
BENETUTTI,2021,7,Bed and breakfast,1 Stella,1,6,3
BENETUTTI,2021,7,Bed and breakfast,2 Stelle,1,6,3
BENETUTTI,2021,8,Agriturismo,NULL,1,2,0
BENETUTTI,2021,8,Albergo,3 Stelle,1,120,61
BENETUTTI,2021,8,Albergo,4 Stelle,1,46,23
BENETUTTI,2021,8,Bed and breakfast,1 Stella,1,6,3
BENETUTTI,2021,8,Bed and breakfast,2 Stelle,1,6,3
BENETUTTI,2021,9,Agriturismo,NULL,1,2,0
BENETUTTI,2021,9,Albergo,3 Stelle,1,120,61
BENETUTTI,2021,9,Albergo,4 Stelle,1,46,23
BENETUTTI,2021,9,Bed and breakfast,1 Stella,1,6,3
BENETUTTI,2021,9,Bed and breakfast,2 Stelle,1,6,3
BENETUTTI,2021,10,Agriturismo,NULL,1,2,0
BENETUTTI,2021,10,Albergo,4 Stelle,1,46,23
BENETUTTI,2021,10,Bed and breakfast,1 Stella,1,6,3
BENETUTTI,2021,11,Agriturismo,NULL,1,2,0
BENETUTTI,2021,11,Albergo,4 Stelle,1,46,23
BENETUTTI,2021,11,Bed and breakfast,1 Stella,1,6,3
BENETUTTI,2021,11,Bed and breakfast,2 Stelle,1,6,3
BENETUTTI,2021,12,Agriturismo,NULL,1,2,0
BENETUTTI,2021,12,Albergo,3 Stelle,1,120,61
BENETUTTI,2021,12,Albergo,4 Stelle,1,46,23
BENETUTTI,2021,12,Bed and breakfast,1 Stella,1,6,3
BENETUTTI,2021,12,Bed and breakfast,2 Stelle,1,6,3
BERCHIDDA,2021,1,Bed and breakfast,NULL,1,2,1
BERCHIDDA,2021,2,Bed and breakfast,NULL,1,2,1
BERCHIDDA,2021,3,Agriturismo,NULL,1,5,3
BERCHIDDA,2021,3,Bed and breakfast,NULL,2,6,3
BERCHIDDA,2021,4,Agriturismo,NULL,1,5,3
BERCHIDDA,2021,4,Bed and breakfast,NULL,2,6,3
BERCHIDDA,2021,5,Affittacamere,I Categoria,1,6,3
BERCHIDDA,2021,5,Agriturismo,NULL,1,5,3
BERCHIDDA,2021,5,Alloggi privati,NULL,1,3,2
BERCHIDDA,2021,5,Bed and breakfast,NULL,2,6,3
BERCHIDDA,2021,6,Affittacamere,I Categoria,2,16,8
BERCHIDDA,2021,6,Agriturismo,NULL,1,5,3
BERCHIDDA,2021,6,Albergo,3 Stelle,2,103,55
BERCHIDDA,2021,6,Alloggi privati,NULL,1,3,2
BERCHIDDA,2021,6,Bed and breakfast,NULL,2,6,3
BERCHIDDA,2021,6,Bed and breakfast,2 Stelle,1,4,2
BERCHIDDA,2021,6,Campeggio,2 Stelle,1,272,68
BERCHIDDA,2021,7,Affittacamere,I Categoria,2,16,8
BERCHIDDA,2021,7,Agriturismo,NULL,1,5,3
BERCHIDDA,2021,7,Albergo,3 Stelle,2,103,55
BERCHIDDA,2021,7,Alloggi privati,NULL,2,10,5
BERCHIDDA,2021,7,Bed and breakfast,NULL,1,4,2
BERCHIDDA,2021,7,Bed and breakfast,2 Stelle,1,4,2
BERCHIDDA,2021,7,Campeggio,2 Stelle,1,272,68
BERCHIDDA,2021,8,Affittacamere,I Categoria,2,16,8
BERCHIDDA,2021,8,Agriturismo,NULL,1,5,3
BERCHIDDA,2021,8,Albergo,3 Stelle,2,103,55
BERCHIDDA,2021,8,Alloggi privati,NULL,2,10,5
BERCHIDDA,2021,8,Bed and breakfast,NULL,1,4,2
BERCHIDDA,2021,8,Bed and breakfast,2 Stelle,1,4,2
BERCHIDDA,2021,8,Campeggio,2 Stelle,1,272,68
BERCHIDDA,2021,9,Affittacamere,I Categoria,2,16,8
BERCHIDDA,2021,9,Agriturismo,NULL,1,5,3
BERCHIDDA,2021,9,Albergo,3 Stelle,2,103,55
BERCHIDDA,2021,9,Alloggi privati,NULL,2,10,5
BERCHIDDA,2021,9,Bed and breakfast,NULL,1,4,2
BERCHIDDA,2021,9,Bed and breakfast,2 Stelle,1,4,2
BERCHIDDA,2021,9,Campeggio,2 Stelle,1,272,68
BERCHIDDA,2021,10,Affittacamere,I Categoria,1,6,3
BERCHIDDA,2021,10,Agriturismo,NULL,1,5,3
BERCHIDDA,2021,10,Albergo,3 Stelle,1,74,36
BERCHIDDA,2021,10,Alloggi privati,NULL,2,10,5
BERCHIDDA,2021,10,Bed and breakfast,NULL,1,4,2
BERCHIDDA,2021,11,Agriturismo,NULL,1,5,3
BERCHIDDA,2021,11,Alloggi privati,NULL,1,7,3
BERCHIDDA,2021,11,Bed and breakfast,NULL,1,4,2
BERCHIDDA,2021,12,Agriturismo,NULL,1,5,3
BERCHIDDA,2021,12,Alloggi privati,NULL,1,7,3
BERCHIDDA,2021,12,Bed and breakfast,NULL,1,4,2
BESSUDE,2021,1,Agriturismo,NULL,1,7,4
BESSUDE,2021,1,Alloggi privati,NULL,1,6,3
BESSUDE,2021,1,Bed and breakfast,NULL,1,3,2
BESSUDE,2021,1,Bed and breakfast,1 Stella,1,4,2
BESSUDE,2021,2,Agriturismo,NULL,1,7,4
BESSUDE,2021,2,Alloggi privati,NULL,1,6,3
BESSUDE,2021,2,Bed and breakfast,NULL,1,3,2
BESSUDE,2021,2,Bed and breakfast,1 Stella,1,4,2
BESSUDE,2021,3,Agriturismo,NULL,1,7,4
BESSUDE,2021,3,Alloggi privati,NULL,1,6,3
BESSUDE,2021,3,Bed and breakfast,NULL,1,3,2
BESSUDE,2021,3,Bed and breakfast,1 Stella,1,4,2
BESSUDE,2021,4,Agriturismo,NULL,1,7,4
BESSUDE,2021,4,Alloggi privati,NULL,1,6,3
BESSUDE,2021,4,Bed and breakfast,NULL,1,3,2
BESSUDE,2021,4,Bed and breakfast,1 Stella,1,4,2
BESSUDE,2021,5,Agriturismo,NULL,1,7,4
BESSUDE,2021,5,Alloggi privati,NULL,1,6,3
BESSUDE,2021,5,Bed and breakfast,NULL,1,3,2
BESSUDE,2021,5,Bed and breakfast,1 Stella,1,4,2
BESSUDE,2021,6,Agriturismo,NULL,1,7,4
BESSUDE,2021,6,Alloggi privati,NULL,1,6,3
BESSUDE,2021,6,Bed and breakfast,NULL,1,3,2
BESSUDE,2021,6,Bed and breakfast,1 Stella,1,4,2
BESSUDE,2021,7,Agriturismo,NULL,1,7,4
BESSUDE,2021,7,Alloggi privati,NULL,1,6,3
BESSUDE,2021,7,Bed and breakfast,NULL,1,3,2
BESSUDE,2021,7,Bed and breakfast,1 Stella,1,4,2
BESSUDE,2021,8,Affittacamere,II Categoria,1,6,3
BESSUDE,2021,8,Agriturismo,NULL,1,7,4
BESSUDE,2021,8,Alloggi privati,NULL,1,6,3
BESSUDE,2021,8,Bed and breakfast,NULL,1,3,2
BESSUDE,2021,8,Bed and breakfast,1 Stella,1,4,2
BESSUDE,2021,9,Affittacamere,II Categoria,1,6,3
BESSUDE,2021,9,Agriturismo,NULL,1,7,4
BESSUDE,2021,9,Alloggi privati,NULL,1,6,3
BESSUDE,2021,9,Bed and breakfast,NULL,1,3,2
BESSUDE,2021,9,Bed and breakfast,1 Stella,1,4,2
BESSUDE,2021,10,Affittacamere,II Categoria,1,6,3
BESSUDE,2021,10,Agriturismo,NULL,1,7,4
BESSUDE,2021,10,Alloggi privati,NULL,1,6,3
BESSUDE,2021,10,Bed and breakfast,NULL,1,3,2
BESSUDE,2021,10,Bed and breakfast,1 Stella,1,4,2
BESSUDE,2021,11,Affittacamere,II Categoria,1,6,3
BESSUDE,2021,11,Agriturismo,NULL,1,7,4
BESSUDE,2021,11,Alloggi privati,NULL,1,6,3
BESSUDE,2021,11,Bed and breakfast,NULL,1,3,2
BESSUDE,2021,11,Bed and breakfast,1 Stella,1,4,2
BESSUDE,2021,12,Affittacamere,II Categoria,1,6,3
BESSUDE,2021,12,Agriturismo,NULL,1,7,4
BESSUDE,2021,12,Alloggi privati,NULL,1,6,3
BESSUDE,2021,12,Bed and breakfast,NULL,1,3,2
BESSUDE,2021,12,Bed and breakfast,1 Stella,1,4,2
BITTI,2021,1,Affittacamere,II Categoria,2,13,5
BITTI,2021,1,Agriturismo,NULL,3,45,20
BITTI,2021,1,Bed and breakfast,1 Stella,2,8,5
BITTI,2021,1,Bed and breakfast,3 Stelle,1,4,2
BITTI,2021,2,Affittacamere,II Categoria,2,13,5
BITTI,2021,2,Agriturismo,NULL,3,45,20
BITTI,2021,2,Albergo,4 Stelle,1,40,18
BITTI,2021,2,Bed and breakfast,1 Stella,1,2,2
BITTI,2021,2,Bed and breakfast,3 Stelle,1,4,2
BITTI,2021,3,Affittacamere,II Categoria,2,13,5
BITTI,2021,3,Agriturismo,NULL,3,45,20
BITTI,2021,3,Albergo,4 Stelle,1,40,18
BITTI,2021,3,Bed and breakfast,1 Stella,2,8,5
BITTI,2021,3,Bed and breakfast,3 Stelle,1,4,2
BITTI,2021,4,Affittacamere,II Categoria,2,13,5
BITTI,2021,4,Agriturismo,NULL,3,45,20
BITTI,2021,4,Albergo,4 Stelle,1,40,18
BITTI,2021,4,Bed and breakfast,1 Stella,2,8,5
BITTI,2021,5,Affittacamere,II Categoria,2,13,5
BITTI,2021,5,Agriturismo,NULL,3,45,20
BITTI,2021,5,Albergo,4 Stelle,1,40,18
BITTI,2021,5,Bed and breakfast,1 Stella,2,8,5
BITTI,2021,6,Affittacamere,II Categoria,2,13,5
BITTI,2021,6,Agriturismo,NULL,3,45,20
BITTI,2021,6,Albergo,4 Stelle,1,40,18
BITTI,2021,6,Bed and breakfast,1 Stella,2,8,5
BITTI,2021,7,Affittacamere,II Categoria,2,13,5
BITTI,2021,7,Agriturismo,NULL,3,45,20
BITTI,2021,7,Albergo,4 Stelle,1,40,18
BITTI,2021,7,Bed and breakfast,1 Stella,2,8,5
BITTI,2021,8,Affittacamere,II Categoria,2,13,5
BITTI,2021,8,Agriturismo,NULL,3,45,20
BITTI,2021,8,Albergo,4 Stelle,1,40,18
BITTI,2021,8,Bed and breakfast,1 Stella,2,8,5
BITTI,2021,9,Affittacamere,II Categoria,2,13,5
BITTI,2021,9,Agriturismo,NULL,3,45,20
BITTI,2021,9,Albergo,4 Stelle,1,40,18
BITTI,2021,9,Bed and breakfast,1 Stella,2,8,5
BITTI,2021,10,Affittacamere,II Categoria,2,13,5
BITTI,2021,10,Agriturismo,NULL,3,45,20
BITTI,2021,10,Albergo,4 Stelle,1,40,18
BITTI,2021,10,Bed and breakfast,1 Stella,2,8,5
BITTI,2021,11,Affittacamere,II Categoria,2,13,5
BITTI,2021,11,Agriturismo,NULL,3,45,20
BITTI,2021,11,Albergo,4 Stelle,1,40,18
BITTI,2021,11,Bed and breakfast,1 Stella,2,8,5
BITTI,2021,12,Affittacamere,II Categoria,2,13,5
BITTI,2021,12,Agriturismo,NULL,3,45,20
BITTI,2021,12,Albergo,4 Stelle,1,40,18
BITTI,2021,12,Bed and breakfast,1 Stella,2,8,5
BOLOTANA,2021,1,Albergo,3 Stelle,1,84,53
BOLOTANA,2021,1,Alloggi privati,NULL,2,10,5
BOLOTANA,2021,1,Bed and breakfast,2 Stelle,1,4,2
BOLOTANA,2021,1,Bed and breakfast,3 Stelle,1,2,1
BOLOTANA,2021,2,Albergo,3 Stelle,1,84,53
BOLOTANA,2021,2,Alloggi privati,NULL,2,10,5
BOLOTANA,2021,2,Bed and breakfast,2 Stelle,2,9,5
BOLOTANA,2021,2,Bed and breakfast,3 Stelle,1,2,1
BOLOTANA,2021,3,Albergo,3 Stelle,1,84,53
BOLOTANA,2021,3,Alloggi privati,NULL,2,10,5
BOLOTANA,2021,3,Bed and breakfast,2 Stelle,2,9,5
BOLOTANA,2021,3,Bed and breakfast,3 Stelle,1,2,1
BOLOTANA,2021,4,Albergo,3 Stelle,1,84,53
BOLOTANA,2021,4,Alloggi privati,NULL,2,10,5
BOLOTANA,2021,4,Bed and breakfast,2 Stelle,2,9,5
BOLOTANA,2021,4,Bed and breakfast,3 Stelle,1,2,1
BOLOTANA,2021,5,Albergo,3 Stelle,1,84,53
BOLOTANA,2021,5,Alloggi privati,NULL,2,10,5
BOLOTANA,2021,5,Bed and breakfast,2 Stelle,2,9,5
BOLOTANA,2021,5,Bed and breakfast,3 Stelle,1,2,1
BOLOTANA,2021,6,Albergo,3 Stelle,1,84,53
BOLOTANA,2021,6,Alloggi privati,NULL,2,10,5
BOLOTANA,2021,6,Bed and breakfast,2 Stelle,2,9,5
BOLOTANA,2021,6,Bed and breakfast,3 Stelle,1,2,1
BOLOTANA,2021,7,Albergo,3 Stelle,1,84,53
BOLOTANA,2021,7,Alloggi privati,NULL,2,10,5
BOLOTANA,2021,7,Bed and breakfast,2 Stelle,2,9,5
BOLOTANA,2021,7,Bed and breakfast,3 Stelle,1,2,1
BOLOTANA,2021,8,Albergo,3 Stelle,1,84,53
