anno,Provincia,Comune,Tipologia,Stelle,Numero Strutture,letti,camere
2020,Provincia del Sud Sardegna,SERRI,Agriturismo,NULL,1,6,4
2020,Provincia del Sud Sardegna,SERRI,Bed and breakfast,NULL,2,9,5
2020,Provincia del Sud Sardegna,SERRI,Bed and breakfast,2 Stelle,1,4,3
2020,Città metropolitana di Cagliari,SESTU,Affittacamere,NULL,1,2,2
2020,Città metropolitana di Cagliari,SESTU,Affittacamere,II Categoria,2,12,6
2020,Città metropolitana di Cagliari,SESTU,Alloggi privati,NULL,7,33,14
2020,Città metropolitana di Cagliari,SESTU,Bed and breakfast,NULL,4,14,8
2020,Città metropolitana di Cagliari,SESTU,Bed and breakfast,1 Stella,2,8,6
2020,Città metropolitana di Cagliari,SETTIMO SAN PIETRO,Albergo,2 Stelle,1,20,7
2020,Città metropolitana di Cagliari,SETTIMO SAN PIETRO,Alloggi privati,NULL,1,3,1
2020,Città metropolitana di Cagliari,SETTIMO SAN PIETRO,Bed and breakfast,NULL,1,3,2
2020,Città metropolitana di Cagliari,SETTIMO SAN PIETRO,Bed and breakfast,2 Stelle,1,3,1
2020,Città metropolitana di Cagliari,SETTIMO SAN PIETRO,Bed and breakfast,3 Stelle,1,5,2
2020,Provincia del Sud Sardegna,SEUI,Alloggi privati,NULL,1,4,2
2020,Provincia del Sud Sardegna,SEUI,Bed and breakfast,NULL,1,5,3
2020,Provincia del Sud Sardegna,SEUI,Bed and breakfast,1 Stella,2,11,6
2020,Provincia del Sud Sardegna,SEULO,Agriturismo,NULL,1,14,8
2020,Provincia del Sud Sardegna,SEULO,Albergo,2 Stelle,1,22,10
2020,Provincia del Sud Sardegna,SEULO,Alloggi privati,NULL,1,8,4
2020,Provincia del Sud Sardegna,SEULO,Bed and breakfast,NULL,1,4,2
2020,Provincia del Sud Sardegna,SEULO,Bed and breakfast,3 Stelle,1,6,2
2020,Provincia di Oristano,SIAMAGGIORE,Agriturismo,NULL,3,40,18
2020,Provincia di Oristano,SIAMAGGIORE,Alloggi privati,NULL,2,8,3
2020,Provincia di Oristano,SIAMAGGIORE,Bed and breakfast,NULL,2,10,5
2020,Provincia di Oristano,SIAMAGGIORE,Locanda,II Categoria,1,9,4
2020,Provincia di Oristano,SIAMANNA,Agriturismo,NULL,1,8,4
2020,Provincia di Oristano,SIAMANNA,Alloggi privati,NULL,1,8,3
2020,Provincia di Oristano,SIAPICCIA,Alloggi privati,NULL,2,10,5
2020,Provincia del Sud Sardegna,SIDDI,Affittacamere,II Categoria,1,6,3
2020,Provincia di Nuoro,SILANUS,Agriturismo,NULL,1,12,3
2020,Provincia di Nuoro,SILANUS,Bed and breakfast,3 Stelle,1,6,3
2020,Provincia di Sassari,SILIGO,Bed and breakfast,NULL,2,6,4
2020,Provincia del Sud Sardegna,SILIQUA,Agriturismo,NULL,1,11,7
2020,Provincia del Sud Sardegna,SILIQUA,Alloggi privati,NULL,1,6,3
2020,Provincia del Sud Sardegna,SILIQUA,Bed and breakfast,1 Stella,1,4,2
2020,Provincia del Sud Sardegna,SILIQUA,Bed and breakfast,3 Stelle,1,7,2
2020,Provincia di Oristano,SIMAXIS,Agriturismo,NULL,2,22,10
2020,Provincia di Oristano,SIMAXIS,Alloggi privati,NULL,2,13,6
2020,Provincia di Oristano,SIMAXIS,Bed and breakfast,NULL,1,4,2
2020,Provincia di Oristano,SIMAXIS,Bed and breakfast,1 Stella,1,4,2
2020,Provincia di Nuoro,SINDIA,Agriturismo,NULL,2,29,10
2020,Provincia di Nuoro,SINDIA,Bed and breakfast,NULL,1,4,2
2020,Provincia di Oristano,SINI,Agriturismo,NULL,1,8,3
2020,Provincia di Oristano,SINI,Bed and breakfast,1 Stella,1,6,3
2020,Provincia di Nuoro,SINISCOLA,Affittacamere,II Categoria,8,64,38
2020,Provincia di Nuoro,SINISCOLA,Affittacamere,III Categoria,1,13,6
2020,Provincia di Nuoro,SINISCOLA,Agriturismo,NULL,11,149,77
2020,Provincia di Nuoro,SINISCOLA,Albergo,3 Stelle,5,150,76
2020,Provincia di Nuoro,SINISCOLA,Albergo,4 Stelle,1,391,184
2020,Provincia di Nuoro,SINISCOLA,Alloggi privati,NULL,126,604,271
2020,Provincia di Nuoro,SINISCOLA,Bed and breakfast,NULL,9,41,23
2020,Provincia di Nuoro,SINISCOLA,Bed and breakfast,1 Stella,8,32,16
2020,Provincia di Nuoro,SINISCOLA,Bed and breakfast,2 Stelle,7,35,17
2020,Provincia di Nuoro,SINISCOLA,Bed and breakfast,3 Stelle,15,73,34
2020,Provincia di Nuoro,SINISCOLA,Campeggio,3 Stelle,3,2016,630
2020,Provincia di Nuoro,SINISCOLA,Case e appartamenti per vacanze,NULL,1,8,5
2020,Provincia di Nuoro,SINISCOLA,Case e appartamenti per vacanze,II Categoria,2,39,16
2020,Provincia di Nuoro,SINISCOLA,Locanda,II Categoria,2,16,8
2020,Provincia di Nuoro,SINISCOLA,Ostelli per la gioventù,III Categoria,1,29,7
2020,Provincia di Nuoro,SINISCOLA,Residence,II Categoria,1,16,8
2020,Provincia di Nuoro,SINISCOLA,Turismo Rurale,NULL,2,40,17
2020,Provincia di Nuoro,SINISCOLA,Villaggi turistici,2 Stelle,1,12,4
2020,Città metropolitana di Cagliari,SINNAI,Affittacamere,NULL,1,4,2
2020,Città metropolitana di Cagliari,SINNAI,Affittacamere,II Categoria,2,19,8
2020,Città metropolitana di Cagliari,SINNAI,Agriturismo,NULL,1,4,5
2020,Città metropolitana di Cagliari,SINNAI,Albergo,1 Stella,1,20,10
2020,Città metropolitana di Cagliari,SINNAI,Albergo,3 Stelle,1,45,15
2020,Città metropolitana di Cagliari,SINNAI,Albergo residenziale,3 Stelle,1,114,32
2020,Città metropolitana di Cagliari,SINNAI,Alloggi privati,NULL,54,329,149
2020,Città metropolitana di Cagliari,SINNAI,Bed and breakfast,NULL,18,93,38
2020,Città metropolitana di Cagliari,SINNAI,Bed and breakfast,1 Stella,2,4,3
2020,Città metropolitana di Cagliari,SINNAI,Case per ferie,III Categoria,2,136,50
2020,Provincia del Sud Sardegna,SIURGUS DONIGALA,Bed and breakfast,3 Stelle,1,6,3
2020,Provincia del Sud Sardegna,SIURGUS DONIGALA,Locanda,NULL,1,14,6
2020,Provincia di Oristano,SOLARUSSA,Affittacamere,II Categoria,2,21,7
2020,Provincia di Oristano,SOLARUSSA,Alloggi privati,NULL,3,16,8
2020,Provincia di Oristano,SOLARUSSA,Bed and breakfast,NULL,1,10,3
2020,Provincia del Sud Sardegna,SOLEMINIS,Alloggi privati,NULL,2,8,4
2020,Provincia di Nuoro,SORGONO,Affittacamere,II Categoria,3,17,11
2020,Provincia di Nuoro,SORGONO,Agriturismo,NULL,2,22,10
2020,Provincia di Nuoro,SORGONO,Albergo,2 Stelle,1,24,14
2020,Provincia di Nuoro,SORGONO,Bed and breakfast,NULL,1,2,2
2020,Provincia di Nuoro,SORGONO,Bed and breakfast,1 Stella,1,5,3
2020,Provincia di Nuoro,SORGONO,Bed and breakfast,2 Stelle,2,5,4
2020,Provincia di Nuoro,SORGONO,Bed and breakfast,3 Stelle,3,10,6
2020,Provincia di Oristano,SORRADILE,Affittacamere,II Categoria,1,6,3
2020,Provincia di Sassari,SORSO,Affittacamere,NULL,3,34,11
2020,Provincia di Sassari,SORSO,Affittacamere,I Categoria,1,13,6
2020,Provincia di Sassari,SORSO,Affittacamere,II Categoria,3,29,15
2020,Provincia di Sassari,SORSO,Affittacamere,III Categoria,1,4,NULL
2020,Provincia di Sassari,SORSO,Agriturismo,NULL,1,12,6
2020,Provincia di Sassari,SORSO,Albergo,3 Stelle,4,647,283
2020,Provincia di Sassari,SORSO,Albergo,4 Stelle,2,1156,448
2020,Provincia di Sassari,SORSO,Alloggi privati,NULL,41,225,57
2020,Provincia di Sassari,SORSO,Bed and breakfast,NULL,8,37,18
2020,Provincia di Sassari,SORSO,Bed and breakfast,1 Stella,1,9,3
2020,Provincia di Sassari,SORSO,Bed and breakfast,2 Stelle,1,11,2
2020,Provincia di Sassari,SORSO,Bed and breakfast,3 Stelle,4,26,9
2020,Provincia di Sassari,SORSO,Campeggio,4 Stelle,2,1997,685
2020,Provincia di Sassari,SORSO,Case e appartamenti per vacanze,II Categoria,2,34,0
2020,Provincia di Sassari,SORSO,Turismo Rurale,NULL,1,20,0
2020,Provincia di Sassari,STINTINO,Affittacamere,NULL,8,70,38
2020,Provincia di Sassari,STINTINO,Affittacamere,I Categoria,1,9,6
2020,Provincia di Sassari,STINTINO,Affittacamere,II Categoria,2,15,10
2020,Provincia di Sassari,STINTINO,Agriturismo,NULL,5,54,29
2020,Provincia di Sassari,STINTINO,Albergo,2 Stelle,1,18,8
2020,Provincia di Sassari,STINTINO,Albergo,3 Stelle,5,354,144
2020,Provincia di Sassari,STINTINO,Albergo,4 Stelle,6,1438,540
2020,Provincia di Sassari,STINTINO,Albergo residenziale,3 Stelle,5,2920,607
2020,Provincia di Sassari,STINTINO,Alloggi privati,NULL,173,851,164
2020,Provincia di Sassari,STINTINO,Alloggi privati,2 Stelle,1,2,NULL
2020,Provincia di Sassari,STINTINO,Bed and breakfast,NULL,15,82,37
2020,Provincia di Sassari,STINTINO,Bed and breakfast,2 Stelle,3,13,7
2020,Provincia di Sassari,STINTINO,Boat and Breakfast,NULL,2,8,4
2020,Provincia di Sassari,STINTINO,Case e appartamenti per vacanze,NULL,4,149,72
2020,Provincia di Sassari,STINTINO,Case e appartamenti per vacanze,II Categoria,2,49,17
2020,Provincia di Sassari,STINTINO,Case e appartamenti per vacanze,III Categoria,1,40,14
2020,Provincia del Sud Sardegna,SUELLI,Agriturismo,NULL,1,13,9
2020,Provincia del Sud Sardegna,SUELLI,Alloggi privati,NULL,1,2,1
2020,Provincia del Sud Sardegna,SUELLI,Bed and breakfast,2 Stelle,2,6,3
2020,Provincia di Oristano,SUNI,Agriturismo,NULL,1,20,10
2020,Provincia di Oristano,SUNI,Alloggi privati,NULL,8,39,21
2020,Provincia di Oristano,SUNI,Bed and breakfast,NULL,2,12,6
2020,Provincia di Oristano,SUNI,Bed and breakfast,3 Stelle,1,6,3
2020,Provincia di Nuoro,TALANA,Affittacamere,II Categoria,1,6,2
2020,Provincia di Nuoro,TALANA,Albergo,3 Stelle,1,20,10
2020,Provincia di Nuoro,TALANA,Alloggi privati,NULL,1,6,3
2020,Provincia di Nuoro,TALANA,Bed and breakfast,NULL,1,6,3
2020,Provincia di Sassari,TELTI,Agriturismo,NULL,1,8,4
2020,Provincia di Sassari,TELTI,Alloggi privati,NULL,8,45,14
2020,Provincia di Sassari,TELTI,Bed and breakfast,NULL,8,52,20
2020,Provincia di Sassari,TELTI,Bed and breakfast,1 Stella,2,9,2
2020,Provincia di Sassari,TELTI,Bed and breakfast,2 Stelle,4,25,6
2020,Provincia di Sassari,TELTI,Turismo Rurale,NULL,1,6,3
2020,Provincia di Sassari,TEMPIO PAUSANIA,Affittacamere,NULL,1,3,6
2020,Provincia di Sassari,TEMPIO PAUSANIA,Affittacamere,I Categoria,1,12,0
2020,Provincia di Sassari,TEMPIO PAUSANIA,Affittacamere,II Categoria,1,4,2
2020,Provincia di Sassari,TEMPIO PAUSANIA,Affittacamere,III Categoria,1,11,NULL
2020,Provincia di Sassari,TEMPIO PAUSANIA,Agriturismo,NULL,6,56,27
2020,Provincia di Sassari,TEMPIO PAUSANIA,Albergo,3 Stelle,4,270,129
2020,Provincia di Sassari,TEMPIO PAUSANIA,Albergo,4 Stelle,1,41,18
2020,Provincia di Sassari,TEMPIO PAUSANIA,Alloggi privati,NULL,26,126,30
2020,Provincia di Sassari,TEMPIO PAUSANIA,Bed and breakfast,NULL,11,51,23
2020,Provincia di Sassari,TEMPIO PAUSANIA,Bed and breakfast,1 Stella,1,5,3
2020,Provincia di Sassari,TEMPIO PAUSANIA,Bed and breakfast,2 Stelle,2,7,3
2020,Provincia di Sassari,TEMPIO PAUSANIA,Case e appartamenti per vacanze,II Categoria,1,36,0
2020,Provincia di Sassari,TEMPIO PAUSANIA,Turismo Rurale,NULL,4,56,53
2020,Provincia di Sassari,TERGU,Affittacamere,II Categoria,1,9,5
2020,Provincia di Sassari,TERGU,Agriturismo,NULL,1,8,4
2020,Provincia di Sassari,TERGU,Alloggi privati,NULL,3,16,1
2020,Provincia di Sassari,TERGU,Bed and breakfast,NULL,2,12,6
2020,Provincia di Sassari,TERGU,Case e appartamenti per vacanze,NULL,1,77,43
2020,Provincia di Sassari,TERGU,Case e appartamenti per vacanze,II Categoria,2,108,35
2020,Provincia di Sassari,TERGU,Turismo Rurale,NULL,1,18,12
2020,Provincia di Oristano,TERRALBA,Albergo,1 Stella,1,9,8
2020,Provincia di Oristano,TERRALBA,Albergo,2 Stelle,1,14,9
2020,Provincia di Oristano,TERRALBA,Alloggi privati,NULL,6,26,13
2020,Provincia di Oristano,TERRALBA,Bed and breakfast,NULL,2,12,6
2020,Provincia di Oristano,TERRALBA,Bed and breakfast,1 Stella,5,18,11
2020,Provincia di Nuoro,TERTENIA,Agriturismo,NULL,1,3,1
2020,Provincia di Nuoro,TERTENIA,Albergo,3 Stelle,2,40,21
2020,Provincia di Nuoro,TERTENIA,Albergo residenziale,4 Stelle,1,20,13
2020,Provincia di Nuoro,TERTENIA,Alloggi privati,NULL,65,313,153
2020,Provincia di Nuoro,TERTENIA,Bed and breakfast,NULL,2,10,5
2020,Provincia di Nuoro,TERTENIA,Campeggio,3 Stelle,1,296,105
2020,Provincia di Nuoro,TERTENIA,Case e appartamenti per vacanze,II Categoria,1,108,54
2020,Provincia di Nuoro,TERTENIA,Villaggio albergo,4 Stelle,1,83,43
2020,Provincia di Nuoro,TETI,Affittacamere,I Categoria,1,6,3
2020,Provincia di Nuoro,TETI,Agriturismo,NULL,4,50,33
2020,Provincia di Nuoro,TETI,Bed and breakfast,NULL,4,15,9
2020,Provincia del Sud Sardegna,TEULADA,Affittacamere,II Categoria,4,23,13
2020,Provincia del Sud Sardegna,TEULADA,Agriturismo,NULL,3,36,8
2020,Provincia del Sud Sardegna,TEULADA,Albergo,3 Stelle,3,116,65
2020,Provincia del Sud Sardegna,TEULADA,Albergo residenziale,4 Stelle,1,211,45
2020,Provincia del Sud Sardegna,TEULADA,Alloggi privati,NULL,75,310,60
2020,Provincia del Sud Sardegna,TEULADA,Bed and breakfast,1 Stella,3,11,4
2020,Provincia del Sud Sardegna,TEULADA,Bed and breakfast,2 Stelle,4,18,8
2020,Provincia del Sud Sardegna,TEULADA,Bed and breakfast,3 Stelle,19,111,49
2020,Provincia del Sud Sardegna,TEULADA,Campeggio,2 Stelle,1,400,201
2020,Provincia del Sud Sardegna,TEULADA,Case e appartamenti per vacanze,II Categoria,2,60,19
2020,Provincia del Sud Sardegna,TEULADA,Turismo Rurale,4 Stelle,1,20,14
2020,Provincia di Sassari,THIESI,Agriturismo,NULL,1,4,2
2020,Provincia di Sassari,THIESI,Albergo,3 Stelle,1,31,15
2020,Provincia di Sassari,THIESI,Alloggi privati,NULL,2,9,4
2020,Provincia di Sassari,THIESI,Bed and breakfast,NULL,6,30,15
2020,Provincia di Sassari,THIESI,Bed and breakfast,2 Stelle,1,6,3
2020,Provincia di Nuoro,TIANA,Bed and breakfast,NULL,6,20,13
2020,Provincia di Sassari,TISSI,Alloggi privati,NULL,2,6,1
2020,Provincia di Nuoro,TONARA,Affittacamere,I Categoria,1,8,5
2020,Provincia di Nuoro,TONARA,Agriturismo,NULL,3,35,21
2020,Provincia di Nuoro,TONARA,Albergo,1 Stella,1,10,7
2020,Provincia di Nuoro,TONARA,Albergo,2 Stelle,2,46,25
2020,Provincia di Nuoro,TONARA,Albergo,3 Stelle,1,28,14
2020,Provincia di Nuoro,TONARA,Alloggi privati,NULL,1,5,2
2020,Provincia di Nuoro,TONARA,Bed and breakfast,NULL,1,6,2
2020,Provincia di Nuoro,TONARA,Bed and breakfast,2 Stelle,1,2,2
2020,Provincia di Nuoro,TONARA,Campeggio,1 Stella,1,210,55
2020,Provincia di Nuoro,TORPÈ,Affittacamere,I Categoria,1,2,2
2020,Provincia di Nuoro,TORPÈ,Affittacamere,II Categoria,1,10,6
2020,Provincia di Nuoro,TORPÈ,Agriturismo,NULL,3,45,18
2020,Provincia di Nuoro,TORPÈ,Albergo,1 Stella,1,18,9
2020,Provincia di Nuoro,TORPÈ,Alloggi privati,NULL,3,16,8
2020,Provincia di Nuoro,TORPÈ,Bed and breakfast,NULL,1,4,3
2020,Provincia di Nuoro,TORPÈ,Bed and breakfast,1 Stella,2,6,3
2020,Provincia di Nuoro,TORPÈ,Bed and breakfast,2 Stelle,2,10,5
2020,Provincia di Nuoro,TORPÈ,Bed and breakfast,3 Stelle,2,12,6
2020,Provincia di Sassari,TORRALBA,Bed and breakfast,NULL,2,8,5
2020,Provincia di Nuoro,TORTOLÌ,Affittacamere,NULL,3,23,13
2020,Provincia di Nuoro,TORTOLÌ,Affittacamere,II Categoria,4,37,19
2020,Provincia di Nuoro,TORTOLÌ,Agriturismo,NULL,1,20,10
2020,Provincia di Nuoro,TORTOLÌ,Albergo,2 Stelle,1,28,14
2020,Provincia di Nuoro,TORTOLÌ,Albergo,3 Stelle,6,251,110
2020,Provincia di Nuoro,TORTOLÌ,Albergo,4 Stelle,6,485,237
2020,Provincia di Nuoro,TORTOLÌ,Albergo residenziale,3 Stelle,2,133,36
2020,Provincia di Nuoro,TORTOLÌ,Alloggi privati,NULL,137,610,274
2020,Provincia di Nuoro,TORTOLÌ,Bed and breakfast,NULL,9,42,22
2020,Provincia di Nuoro,TORTOLÌ,Bed and breakfast,1 Stella,8,35,20
2020,Provincia di Nuoro,TORTOLÌ,Bed and breakfast,2 Stelle,4,16,10
2020,Provincia di Nuoro,TORTOLÌ,Bed and breakfast,3 Stelle,16,86,40
2020,Provincia di Nuoro,TORTOLÌ,Boat and Breakfast,NULL,2,10,5
2020,Provincia di Nuoro,TORTOLÌ,Campeggio,3 Stelle,1,996,250
2020,Provincia di Nuoro,TORTOLÌ,Campeggio,4 Stelle,1,656,206
2020,Provincia di Nuoro,TORTOLÌ,Case e appartamenti per vacanze,NULL,1,20,7
2020,Provincia di Nuoro,TORTOLÌ,Case e appartamenti per vacanze,I Categoria,2,42,13
2020,Provincia di Nuoro,TORTOLÌ,Case e appartamenti per vacanze,II Categoria,7,97,45
2020,Provincia di Nuoro,TORTOLÌ,Case per ferie,NULL,1,48,9
2020,Provincia di Nuoro,TORTOLÌ,Locanda,II Categoria,2,17,11
2020,Provincia di Nuoro,TORTOLÌ,Residence,I Categoria,1,32,11
2020,Provincia di Nuoro,TORTOLÌ,Villaggi turistici,NULL,2,1024,234
2020,Provincia di Nuoro,TORTOLÌ,Villaggio albergo,4 Stelle,3,2301,991
2020,Provincia di Oristano,TRAMATZA,Affittacamere,II Categoria,1,6,3
2020,Provincia di Oristano,TRAMATZA,Agriturismo,NULL,1,14,7
2020,Provincia di Oristano,TRAMATZA,Albergo,2 Stelle,1,31,16
2020,Provincia di Oristano,TRAMATZA,Bed and breakfast,NULL,1,6,3
2020,Provincia di Oristano,TRAMATZA,Bed and breakfast,3 Stelle,1,2,2
2020,Provincia del Sud Sardegna,TRATALIAS,Agriturismo,NULL,5,69,34
2020,Provincia del Sud Sardegna,TRATALIAS,Alloggi privati,NULL,3,15,3
2020,Provincia del Sud Sardegna,TRATALIAS,Bed and breakfast,1 Stella,1,3,2
2020,Provincia di Oristano,TRESNURAGHES,Affittacamere,II Categoria,1,10,3
2020,Provincia di Oristano,TRESNURAGHES,Agriturismo,NULL,2,30,13
2020,Provincia di Oristano,TRESNURAGHES,Albergo,2 Stelle,1,16,9
2020,Provincia di Oristano,TRESNURAGHES,Albergo diffuso,3 Stelle,2,77,33
2020,Provincia di Oristano,TRESNURAGHES,Alloggi privati,NULL,53,259,124
2020,Provincia di Oristano,TRESNURAGHES,Bed and breakfast,NULL,4,16,9
2020,Provincia di Oristano,TRESNURAGHES,Bed and breakfast,1 Stella,1,6,3
2020,Provincia di Oristano,TRESNURAGHES,Case e appartamenti per vacanze,II Categoria,1,18,9
2020,Provincia di Nuoro,TRIEI,Agriturismo,NULL,1,21,10
2020,Provincia di Nuoro,TRIEI,Alloggi privati,NULL,4,20,10
2020,Provincia di Nuoro,TRIEI,Bed and breakfast,NULL,1,5,3
2020,Provincia di Nuoro,TRIEI,Bed and breakfast,1 Stella,1,2,1
2020,Provincia di Nuoro,TRIEI,Bed and breakfast,2 Stelle,3,12,8
2020,Provincia di Sassari,TRINITÀ D'AGULTU E VIGNOLA,Affittacamere,NULL,1,3,NULL
2020,Provincia di Sassari,TRINITÀ D'AGULTU E VIGNOLA,Affittacamere,II Categoria,1,8,4
2020,Provincia di Sassari,TRINITÀ D'AGULTU E VIGNOLA,Agriturismo,NULL,2,47,21
2020,Provincia di Sassari,TRINITÀ D'AGULTU E VIGNOLA,Albergo,2 Stelle,2,25,17
2020,Provincia di Sassari,TRINITÀ D'AGULTU E VIGNOLA,Albergo,3 Stelle,5,207,84
2020,Provincia di Sassari,TRINITÀ D'AGULTU E VIGNOLA,Albergo,4 Stelle,3,464,125
2020,Provincia di Sassari,TRINITÀ D'AGULTU E VIGNOLA,Albergo,5 Stelle,1,662,195
2020,Provincia di Sassari,TRINITÀ D'AGULTU E VIGNOLA,Alloggi privati,NULL,62,300,115
2020,Provincia di Sassari,TRINITÀ D'AGULTU E VIGNOLA,Bed and breakfast,NULL,10,32,48
2020,Provincia di Sassari,TRINITÀ D'AGULTU E VIGNOLA,Case e appartamenti per vacanze,NULL,2,81,0
2020,Provincia di Sassari,TRINITÀ D'AGULTU E VIGNOLA,Case e appartamenti per vacanze,I Categoria,1,48,22
2020,Provincia di Sassari,TRINITÀ D'AGULTU E VIGNOLA,Case e appartamenti per vacanze,II Categoria,5,1334,330
2020,Provincia di Sassari,TRINITÀ D'AGULTU E VIGNOLA,Case e appartamenti per vacanze,III Categoria,1,60,0
2020,Provincia del Sud Sardegna,TUILI,Agriturismo,NULL,1,10,5
2020,Provincia del Sud Sardegna,TUILI,Bed and breakfast,1 Stella,1,3,2
2020,Provincia del Sud Sardegna,TUILI,Bed and breakfast,2 Stelle,3,13,6
2020,Provincia di Sassari,TULA,Agriturismo,NULL,1,12,3
2020,Provincia di Sassari,TULA,Bed and breakfast,NULL,1,7,5
2020,Provincia di Sassari,TULA,Bed and breakfast,1 Stella,2,9,5
2020,Provincia di Sassari,TULA,Turismo Rurale,NULL,1,20,12
2020,Provincia del Sud Sardegna,TURRI,Agriturismo,NULL,1,16,8
2020,Provincia di Oristano,ULA' TIRSO,Agriturismo,NULL,1,10,5
2020,Provincia di Nuoro,ULASSAI,Affittacamere,II Categoria,4,22,13
2020,Provincia di Nuoro,ULASSAI,Albergo,3 Stelle,1,24,13
2020,Provincia di Nuoro,ULASSAI,Alloggi privati,NULL,4,20,7
2020,Provincia di Nuoro,ULASSAI,Bed and breakfast,NULL,2,9,4
2020,Provincia di Nuoro,ULASSAI,Bed and breakfast,1 Stella,2,10,5
2020,Provincia di Nuoro,ULASSAI,Bed and breakfast,2 Stelle,1,4,2
2020,Provincia di Oristano,URAS,Agriturismo,NULL,2,16,9
2020,Provincia di Oristano,URAS,Alloggi privati,NULL,1,4,2
2020,Provincia di Oristano,URAS,Bed and breakfast,1 Stella,3,10,6
2020,Provincia di Oristano,URAS,Bed and breakfast,3 Stelle,1,8,3
2020,Provincia di Sassari,URI,Alloggi privati,NULL,2,9,4
2020,Provincia di Sassari,URI,Bed and breakfast,NULL,7,39,21
2020,Provincia di Nuoro,URZULEI,Albergo,3 Stelle,1,70,36
2020,Provincia di Nuoro,URZULEI,Alloggi privati,NULL,3,13,6
2020,Provincia di Nuoro,URZULEI,Bed and breakfast,NULL,2,11,5
2020,Provincia di Nuoro,URZULEI,Bed and breakfast,1 Stella,4,16,10
2020,Provincia di Nuoro,URZULEI,Bed and breakfast,3 Stelle,1,4,2
2020,Provincia di Oristano,USELLUS,Bed and breakfast,NULL,1,6,3
2020,Provincia di Sassari,USINI,Affittacamere,II Categoria,1,5,3
2020,Provincia di Sassari,USINI,Bed and breakfast,NULL,2,4,2
2020,Provincia di Sassari,USINI,Bed and breakfast,1 Stella,1,6,3
2020,Provincia del Sud Sardegna,USSANA,Bed and breakfast,NULL,1,4,2
2020,Provincia di Nuoro,USSASSAI,Bed and breakfast,NULL,2,9,5
2020,Provincia di Nuoro,USSASSAI,Bed and breakfast,1 Stella,1,7,3
2020,Città metropolitana di Cagliari,UTA,Agriturismo,NULL,1,8,NULL
2020,Città metropolitana di Cagliari,UTA,Albergo,3 Stelle,1,20,10
2020,Città metropolitana di Cagliari,UTA,Alloggi privati,NULL,1,7,4
2020,Città metropolitana di Cagliari,UTA,Bed and breakfast,NULL,4,24,6
2020,Città metropolitana di Cagliari,UTA,Bed and breakfast,2 Stelle,1,6,3
2020,Città metropolitana di Cagliari,UTA,Bed and breakfast,3 Stelle,1,6,3
2020,Provincia di Sassari,VALLEDORIA,Affittacamere,NULL,1,10,NULL
2020,Provincia di Sassari,VALLEDORIA,Affittacamere,I Categoria,2,20,10
2020,Provincia di Sassari,VALLEDORIA,Agriturismo,NULL,5,42,5
2020,Provincia di Sassari,VALLEDORIA,Albergo,2 Stelle,2,55,29
2020,Provincia di Sassari,VALLEDORIA,Albergo,3 Stelle,4,162,77
2020,Provincia di Sassari,VALLEDORIA,Albergo,4 Stelle,1,131,NULL
2020,Provincia di Sassari,VALLEDORIA,Albergo residenziale,3 Stelle,3,621,232
2020,Provincia di Sassari,VALLEDORIA,Alloggi privati,NULL,54,305,42
2020,Provincia di Sassari,VALLEDORIA,Bed and breakfast,NULL,4,22,11
2020,Provincia di Sassari,VALLEDORIA,Bed and breakfast,1 Stella,1,4,2
2020,Provincia di Sassari,VALLEDORIA,Bed and breakfast,2 Stelle,1,2,1
2020,Provincia di Sassari,VALLEDORIA,Bed and breakfast,3 Stelle,1,10,3
2020,Provincia di Sassari,VALLEDORIA,Campeggio,1 Stella,1,495,161
2020,Provincia di Sassari,VALLEDORIA,Campeggio,3 Stelle,1,560,140
2020,Provincia di Sassari,VALLEDORIA,Campeggio,4 Stelle,1,1000,261
2020,Provincia di Sassari,VALLEDORIA,Case e appartamenti per vacanze,NULL,4,95,40
2020,Provincia di Sassari,VALLEDORIA,Case e appartamenti per vacanze,II Categoria,3,465,0
2020,Provincia di Sassari,VALLEDORIA,Turismo Rurale,NULL,1,14,7
2020,Provincia del Sud Sardegna,VALLERMOSA,Albergo,1 Stella,1,24,12
2020,Provincia del Sud Sardegna,VALLERMOSA,Alloggi privati,NULL,1,4,NULL
2020,Provincia del Sud Sardegna,VALLERMOSA,Bed and breakfast,3 Stelle,1,6,3
2020,Provincia di Sassari,VIDDALBA,Albergo residenziale,3 Stelle,1,103,24
2020,Provincia di Sassari,VIDDALBA,Alloggi privati,NULL,11,54,8
2020,Provincia di Sassari,VIDDALBA,Bed and breakfast,NULL,1,6,3
2020,Provincia di Sassari,VIDDALBA,Case e appartamenti per vacanze,II Categoria,1,22,7
2020,Provincia del Sud Sardegna,VILLA SAN PIETRO,Affittacamere,II Categoria,1,5,NULL
2020,Provincia del Sud Sardegna,VILLA SAN PIETRO,Alloggi privati,NULL,14,61,30
2020,Provincia del Sud Sardegna,VILLA SAN PIETRO,Bed and breakfast,NULL,3,16,8
2020,Provincia del Sud Sardegna,VILLA SAN PIETRO,Bed and breakfast,2 Stelle,1,3,1
2020,Provincia del Sud Sardegna,VILLA SAN PIETRO,Bed and breakfast,3 Stelle,3,18,7
2020,Provincia del Sud Sardegna,VILLA SAN PIETRO,Residence,II Categoria,1,12,7
2020,Provincia di Oristano,VILLA SANT'ANTONIO,Agriturismo,NULL,1,10,5
